DataType,Admin2,Admin1,Admin0,Population,CaseCount,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11
Confirmed,"","","Algeria",43851042,208685,0,0.00,117,184.71,138,108.86,185,609.13,258,142.04,307,1047.75,428,102.30,553,1450.30,639,80.12,668,143.13,668,143.13
Confirmed,"","","Angola",32866268,64997,0,0.00,278,246.46,345,63.15,359,90.86,392,27.53,488,273.81,529,97.85,551,146.77,562,120.21,618,510.88,668,17.15
Confirmed,"","","Benin",12123198,24844,0,0.00,107,25.77,118,-19.40,153,53.33,253,4.49,407,89.85,538,2.93,589,483.58,606,135.72,613,220.79,668,2.37
Confirmed,"","","Botswana",2351625,194390,0,0.00,268,248.55,329,94.28,405,428.75,473,173.14,562,2170.37,595,652.55,603,1060.22,625,197.76,653,727.61,668,89.27
Confirmed,"","","Burkina Faso",20903278,15506,0,0.00,77,20.14,143,0.86,236,35.46,280,8.31,334,171.07,344,116.63,355,151.64,508,0.96,651,36.64,668,25.78
Confirmed,"","","Burundi",11890781,20323,0,0.00,174,12.84,239,0.50,360,35.16,382,13.62,449,49.63,469,20.40,566,207.86,591,93.35,611,291.51,668,13.36
Confirmed,"","","Cabo Verde",555988,38319,0,0.00,177,50.66,187,34.43,264,101.40,339,20.94,360,85.27,391,43.26,462,288.12,558,32.99,593,99.28,668,4.76
Confirmed,"","","Cameroon",26545864,106220,0,0.00,149,331.99,253,24.36,303,123.13,350,38.51,434,1384.94,455,350.03,463,775.46,558,2.80,617,834.49,668,8.32
Confirmed,"","","Central African Republic",4829764,11668,0,0.00,136,93.48,142,78.52,153,94.95,266,0.38,454,60.67,537,0.10,566,456.29,643,4.12,660,9.80,668,1.25
Confirmed,"","","Chad",16425859,5107,0,0.00,107,26.58,198,1.20,264,11.56,307,5.71,355,52.12,380,19.44,394,26.33,639,0.25,649,4.25,668,0.00
Confirmed,"","","Comoros",869595,4433,0,0.00,149,8.83,264,0.87,284,3.92,317,0.71,363,90.46,496,0.91,527,5.49,562,0.53,663,10.01,668,9.10
Confirmed,"","","Congo (Brazzaville)",5518092,18654,0,0.00,177,89.35,210,14.99,225,87.08,259,4.72,337,72.16,373,10.93,460,70.15,590,6.67,639,129.80,668,68.88
Confirmed,"","","Congo (Kinshasa)",89561404,57857,0,0.00,152,149.87,245,16.18,356,214.78,442,38.16,456,81.37,478,38.09,513,341.98,537,257.76,548,300.05,668,21.74
Confirmed,"","","Cote d'Ivoire",26378274,61564,0,0.00,148,307.93,206,51.42,227,86.44,291,14.78,368,245.11,397,110.78,426,410.41,517,22.42,586,265.70,668,12.00
Confirmed,"","","Djibouti",988002,13500,0,0.00,85,71.94,102,9.76,130,154.88,225,0.45,272,9.75,375,1.66,438,176.84,525,0.78,616,79.05,668,0.84
Confirmed,"","","Equatorial Guinea",1402985,13529,0,0.00,161,125.73,180,0.00,191,196.00,269,0.96,405,42.02,473,0.27,484,85.72,552,4.12,606,104.64,668,7.65
Confirmed,"","","Eritrea",3546426,7134,0,0.00,145,10.44,201,0.44,341,45.49,366,17.08,391,31.07,465,8.28,513,66.98,589,1.17,668,17.62,668,17.62
Confirmed,"","","Eswatini",1160163,46485,0,0.00,188,76.43,194,63.77,203,83.96,283,10.04,362,225.59,435,4.35,446,117.46,466,2.44,564,715.45,668,1.97
Confirmed,"","","Ethiopia",114963583,369852,0,0.00,214,1518.19,291,423.83,313,542.18,363,376.85,436,2085.61,528,78.06,583,1372.95,598,1203.42,605,1347.74,668,206.25
Confirmed,"","","Gabon",2225728,36990,0,0.00,146,122.73,171,43.67,185,95.10,270,5.07,411,157.59,439,118.15,447,158.68,551,8.72,619,218.48,668,53.83
Confirmed,"","","Gambia",2416663,9986,0,0.00,208,106.78,278,1.54,314,4.46,334,0.78,391,26.21,407,11.29,418,34.54,500,1.29,559,106.08,668,0.65
Confirmed,"","","Ghana",31072944,130729,0,0.00,108,287.42,118,135.18,185,719.30,261,34.75,294,151.75,336,89.63,374,764.52,490,38.37,577,526.91,668,6.74
Confirmed,"","","Guinea",13132792,30715,0,0.00,97,81.70,160,40.62,207,88.43,253,31.36,282,62.46,340,15.95,415,146.05,509,12.70,565,161.03,668,0.04
Confirmed,"","","Guinea-Bissau",1967998,6438,0,0.00,107,52.84,185,2.23,198,9.74,334,0.12,393,26.81,481,0.65,576,54.40,641,0.31,660,28.61,668,8.47
Confirmed,"","","Kenya",53771300,254613,0,0.00,192,650.54,238,129.84,295,1053.39,370,116.90,429,1298.95,496,284.39,516,530.42,530,424.92,568,1263.66,668,68.31
Confirmed,"","","Lesotho",2142252,21721,0,0.00,189,30.44,219,7.89,243,23.43,283,2.35,352,299.81,444,0.29,557,84.30,607,0.00,618,782.91,668,5.31
Confirmed,"","","Madagascar",27691019,43672,0,0.00,184,329.71,333,7.36,368,59.46,402,11.48,418,204.69,424,159.88,450,576.43,612,0.00,623,79.79,668,0.14
Confirmed,"","","Malawi",19129955,61860,0,0.00,129,28.77,139,14.49,172,97.89,253,3.48,279,5.52,320,2.41,366,920.18,477,6.71,547,709.73,668,3.30
Confirmed,"","","Mali",20250834,16862,0,0.00,140,37.76,193,4.00,321,89.19,332,58.25,342,85.39,389,7.77,445,195.18,531,3.73,668,45.34,668,45.34
Confirmed,"","","Mauritania",4649660,38507,0,0.00,151,174.62,259,5.17,327,212.61,403,14.92,426,24.20,445,13.72,559,313.99,627,35.99,668,74.74,668,74.74
Confirmed,"","","Mauritius",1271767,18984,0,0.00,74,16.69,102,-0.05,433,25.77,457,0.47,547,130.01,555,87.83,587,308.07,632,57.44,653,104.56,668,0.00
Confirmed,"","","Morocco",36910558,948726,0,0.00,88,177.44,129,50.49,164,285.82,173,217.03,295,5125.53,399,360.41,444,553.35,478,194.16,564,9351.30,668,103.55
Confirmed,"","","Mozambique",31255434,151479,0,0.00,240,195.03,259,117.41,274,153.75,313,79.39,374,898.73,384,784.45,388,809.66,486,22.37,554,1780.68,668,9.30
Confirmed,"","","Namibia",2540915,129074,0,0.00,214,238.21,288,34.15,341,459.03,382,134.56,395,211.49,416,164.83,430,181.10,441,116.13,522,1624.63,668,4.00
Confirmed,"","","Niger",24206636,6781,0,0.00,77,41.68,228,0.25,334,62.72,401,1.16,411,12.54,507,2.00,581,9.21,608,4.04,658,26.82,668,17.00
Confirmed,"","","Nigeria",206139587,213475,0,0.00,157,613.89,168,550.75,177,584.31,275,96.66,365,1575.07,470,39.60,496,61.49,510,24.71,579,671.45,668,63.50
Confirmed,"","","Rwanda",12952209,100199,0,0.00,215,124.82,258,5.82,369,319.01,422,87.82,438,157.93,450,72.10,459,101.53,493,37.90,543,1238.53,668,12.49
Confirmed,"","","Sao Tome and Principe",219161,3731,0,0.00,104,21.19,115,4.56,125,24.56,161,1.07,184,13.72,251,0.31,401,26.26,519,0.57,609,38.71,668,0.05
Confirmed,"","","Senegal",16743930,73964,0,0.00,112,99.84,123,79.82,183,118.45,192,96.16,202,138.27,285,10.52,385,314.42,478,25.52,544,876.44,668,1.76
Confirmed,"","","Seychelles",98340,22862,0,0.00,392,67.04,402,36.17,424,66.99,440,28.65,471,283.82,488,118.47,508,158.88,601,26.74,608,75.68,668,37.78
Confirmed,"","","Sierra Leone",7976984,6400,0,0.00,123,29.23,132,17.28,143,26.28,222,3.96,236,8.66,310,1.15,374,56.83,440,2.07,518,79.70,668,0.01
Confirmed,"","","Somalia",15893219,22930,0,0.00,131,52.40,199,1.44,287,34.50,363,1.48,402,165.13,516,6.31,621,111.04,634,11.74,654,81.80,668,26.91
Confirmed,"","","South Africa",59308690,2928297,0,0.00,176,12225.61,249,1377.39,352,17883.22,439,870.27,529,19252.22,565,10480.26,575,11964.75,654,271.45,668,606.10,668,606.10
Confirmed,"","","South Sudan",11193728,12627,0,0.00,122,65.44,130,24.27,138,74.38,289,4.32,337,29.53,349,8.39,396,182.79,543,1.99,601,25.65,668,11.08
Confirmed,"","","Sudan",43849268,41517,0,0.00,147,194.02,259,3.54,318,276.51,396,24.67,449,141.83,483,3.31,494,75.04,555,0.00,632,109.59,668,58.93
Confirmed,"","","Tanzania",59734213,26224,0,0.00,88,23.46,543,0.00,554,56.90,561,22.83,566,39.20,607,0.00,618,2748.31,635,3.53,643,13.25,668,3.61
Confirmed,"","","Togo",8278737,26192,0,0.00,114,17.58,145,4.54,213,18.33,245,11.96,292,23.94,311,17.80,434,169.12,502,10.76,578,231.45,668,7.15
Confirmed,"","","Tunisia",11818617,716114,0,0.00,283,1487.75,312,1073.44,358,2793.11,422,570.57,454,2072.66,478,926.72,535,7484.42,568,2020.22,582,2690.46,668,92.62
Confirmed,"","","Uganda",45741000,127105,0,0.00,130,30.17,179,5.51,242,214.40,266,114.90,323,620.46,417,14.34,509,1385.51,568,176.78,579,2473.35,668,33.78
Confirmed,"","","Zambia",18383956,210045,0,0.00,112,57.95,132,10.43,190,262.64,309,29.06,360,1333.98,368,1181.42,373,1231.49,462,51.43,519,2640.22,668,12.10
Confirmed,"","","Zimbabwe",14862927,133593,0,0.00,192,176.28,253,12.69,354,886.54,434,16.68,451,71.28,474,18.08,539,2230.16,595,130.45,611,248.92,668,30.04
