20A.EU1,20A.EU2,20A.S.126A,20A.S.210T,20B.S.732A,20B.S.796H,20H.Beta.V2,20I.Alpha.V1,20J.Gamma.V3,21A.Delta.S.K417,21A.Delta,21B.Kappa,21C.Epsilon,21D.Eta,21F.Iota,21G.Lambda,21H.Mu,21I.Delta,21J.Delta,DanishCluster,Delta.145H,Delta.250I,Delta.299I
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.028169014084507043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03225806451612903,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14084507042253522,0.14084507042253522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15306122448979592,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16853932584269662,0.2696629213483146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2054794520547945,0.3424657534246575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24468085106382978,0.3829787234042553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2198581560283688,0.36879432624113473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18285714285714286,0.35428571428571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15333333333333332,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16964285714285715,0.2767857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21495327102803738,0.2336448598130841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22093023255813954,0.19767441860465115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18681318681318682,0.17582417582417584,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.136,0.16,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13245033112582782,0.17218543046357615,0.0,0.0,0.0,0.0,0.006622516556291391,0.033112582781456956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16,0.15333333333333332,0.0,0.0,0.0,0.0,0.013333333333333334,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17412935323383086,0.10945273631840796,0.0,0.0,0.0,0.0,0.01990049751243781,0.22388059701492538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17313432835820897,0.08955223880597014,0.0,0.0,0.0,0.0,0.023880597014925373,0.3074626865671642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15867158671586715,0.09225092250922509,0.0,0.0,0.0,0.0,0.027675276752767528,0.3763837638376384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018450184501845018,0.0,0.0,0.0
0.14209827357237717,0.10756972111553785,0.0,0.0,0.0,0.0,0.035856573705179286,0.399734395750332,0.0,0.0,0.0,0.0,0.0,0.0013280212483399733,0.0,0.0,0.0,0.0,0.0,0.0026560424966799467,0.0,0.0,0.0
0.13425925925925927,0.11689814814814815,0.0,0.0,0.0,0.0,0.04513888888888889,0.40162037037037035,0.003472222222222222,0.0,0.0,0.0,0.0,0.0011574074074074073,0.0,0.0,0.0,0.0,0.0,0.0011574074074074073,0.0,0.0,0.0
0.13122171945701358,0.11425339366515837,0.0,0.0,0.0,0.0,0.05995475113122172,0.41968325791855204,0.00904977375565611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11836283185840708,0.09845132743362832,0.0,0.0011061946902654867,0.0,0.0,0.07300884955752213,0.46349557522123896,0.017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09571286141575275,0.07477567298105683,0.0,0.0029910269192422734,0.0,0.0,0.07976071784646062,0.522432701894317,0.026919242273180457,0.0,0.0,0.0,0.0,0.0009970089730807576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0650994575045208,0.051537070524412296,0.0,0.003616636528028933,0.0,0.0009041591320072332,0.09041591320072333,0.5831826401446655,0.0325497287522604,0.0,0.0,0.0,0.0,0.0027124773960217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.035,0.03166666666666667,0.0,0.004166666666666667,0.0,0.0033333333333333335,0.09583333333333334,0.65,0.03666666666666667,0.0,0.0,0.0,0.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01545253863134658,0.01913171449595291,0.0007358351729212656,0.003679175864606328,0.0,0.003679175864606328,0.08314937454010302,0.7196467991169978,0.04341427520235467,0.0,0.0,0.0,0.0,0.0029433406916850625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006535947712418301,0.011764705882352941,0.00065359477124183,0.0032679738562091504,0.0,0.00392156862745098,0.06405228758169934,0.7712418300653595,0.052941176470588235,0.0,0.0,0.0,0.0,0.00261437908496732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003674219228413962,0.007960808328230252,0.001224739742804654,0.004286589099816289,0.0,0.003061849357011635,0.04592774035517452,0.8034292712798531,0.0612369871402327,0.0,0.0,0.000612369871402327,0.0,0.003674219228413962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0024968789013732834,0.004993757802746567,0.0012484394506866417,0.004369538077403246,0.0,0.0024968789013732834,0.033083645443196,0.8164794007490637,0.07303370786516854,0.0,0.0,0.0012484394506866417,0.0,0.004369538077403246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0013149243918474688,0.0026298487836949377,0.0013149243918474688,0.0046022353714661405,0.0,0.0019723865877712033,0.02564102564102564,0.8185404339250493,0.08678500986193294,0.0,0.0006574621959237344,0.0006574621959237344,0.0,0.005259697567389875,0.0,0.0,0.0,0.0006574621959237344,0.0013149243918474688,0.0,0.0,0.0,0.0
0.0006485084306095979,0.0019455252918287938,0.0012970168612191958,0.005836575875486381,0.0,0.0025940337224383916,0.021400778210116732,0.8138780804150454,0.09208819714656291,0.0,0.0012970168612191958,0.0006485084306095979,0.0,0.00324254215304799,0.0,0.0,0.0,0.00324254215304799,0.005188067444876783,0.0,0.0,0.0,0.0
0.0006195786864931846,0.0018587360594795538,0.0012391573729863693,0.006195786864931847,0.0,0.0030978934324659233,0.01982651796778191,0.8104089219330854,0.08736059479553904,0.0,0.0024783147459727386,0.0012391573729863693,0.0,0.0018587360594795538,0.0,0.0,0.0,0.006815365551425031,0.010532837670384139,0.0,0.0,0.0,0.0
0.0006105006105006105,0.001221001221001221,0.001221001221001221,0.005494505494505495,0.0,0.0030525030525030525,0.017704517704517704,0.8144078144078144,0.08363858363858363,0.0,0.005494505494505495,0.001221001221001221,0.0,0.001221001221001221,0.0,0.0,0.0,0.009768009768009768,0.01282051282051282,0.0006105006105006105,0.0,0.0,0.0
0.0006234413965087282,0.0,0.0012468827930174563,0.005610972568578554,0.0,0.0018703241895261845,0.01807980049875312,0.8135910224438903,0.09039900249376559,0.0,0.00997506234413965,0.0012468827930174563,0.0,0.0006234413965087282,0.0,0.0,0.0,0.00997506234413965,0.012468827930174564,0.0006234413965087282,0.0,0.0,0.0
0.0,0.0,0.001272264631043257,0.006361323155216285,0.0,0.001272264631043257,0.01653944020356234,0.8040712468193384,0.09923664122137404,0.0,0.011450381679389313,0.0006361323155216285,0.0,0.0,0.0,0.0,0.0,0.010814249363867684,0.01717557251908397,0.0006361323155216285,0.0,0.0,0.0
0.0,0.0,0.0006640106241699867,0.00597609561752988,0.0,0.0006640106241699867,0.01195219123505976,0.797476759628154,0.10159362549800798,0.0,0.008632138114209827,0.0,0.0,0.0,0.0,0.0,0.0,0.01593625498007968,0.028552456839309428,0.0006640106241699867,0.0,0.0,0.0
0.0,0.0,0.0007541478129713424,0.004524886877828055,0.0,0.0007541478129713424,0.00904977375565611,0.7850678733031674,0.10180995475113122,0.0,0.008295625942684766,0.0,0.0,0.0,0.0,0.0,0.0007541478129713424,0.02865761689291101,0.03695324283559578,0.0007541478129713424,0.0,0.0,0.0
0.0,0.0,0.0018148820326678765,0.0027223230490018148,0.0,0.0009074410163339383,0.009074410163339383,0.7558983666061706,0.10163339382940109,0.0,0.013611615245009074,0.0,0.0,0.0,0.0,0.0,0.0027223230490018148,0.050816696914700546,0.04446460980036298,0.0,0.0,0.0,0.0
0.0,0.0,0.0011350737797956867,0.0022701475595913734,0.0,0.0011350737797956867,0.007945516458569807,0.699205448354143,0.09194097616345062,0.0,0.026106696935300794,0.0,0.0,0.0,0.0,0.0,0.004540295119182747,0.07945516458569807,0.07037457434733257,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.002797202797202797,0.0,0.0,0.006993006993006993,0.5832167832167832,0.06713286713286713,0.0,0.05034965034965035,0.0,0.0,0.0,0.0,0.0,0.004195804195804196,0.11608391608391608,0.15244755244755245,0.0,0.0,0.0013986013986013986,0.0
0.0,0.0,0.0,0.004103967168262654,0.0,0.0,0.004103967168262654,0.3857729138166895,0.03283173734610123,0.0,0.07250341997264022,0.0,0.0,0.0,0.0,0.0,0.0027359781121751026,0.16552667578659372,0.31600547195622436,0.0,0.0,0.0013679890560875513,0.0
0.0,0.0,0.0,0.0029013539651837525,0.0,0.0,0.0029013539651837525,0.21566731141199227,0.02127659574468085,0.0,0.0725338491295938,0.0,0.0,0.0,0.0,0.0,0.0009671179883945841,0.18665377176015474,0.48549323017408125,0.0,0.0,0.0019342359767891683,0.0009671179883945841
0.0,0.0,0.0,0.0013486176668914363,0.0,0.0,0.0020229265003371545,0.12879298718813217,0.02157788267026298,0.0,0.06136210384356035,0.0,0.0,0.0,0.0,0.0006743088334457181,0.0013486176668914363,0.19150370869858396,0.5839514497639919,0.0,0.0,0.0033715441672285905,0.0020229265003371545
0.0,0.0,0.0,0.0,0.0,0.0,0.002258610954263128,0.07340485601355166,0.017504234895539244,0.000564652738565782,0.05138339920948617,0.0,0.0,0.0,0.0,0.001129305477131564,0.0033879164313946925,0.20553359683794467,0.639751552795031,0.0,0.0,0.006211180124223602,0.003952569169960474
0.0,0.0,0.0,0.0,0.0,0.0,0.002171552660152009,0.035830618892508145,0.009771986970684038,0.0005428881650380022,0.04505971769815418,0.0,0.0,0.0,0.0,0.0010857763300760044,0.004885993485342019,0.20792616720955484,0.6894679695982627,0.0,0.0,0.01248642779587405,0.009229098805646038
0.0,0.0,0.0,0.0,0.0,0.0,0.0010576414595452142,0.01639344262295082,0.004230565838180857,0.0,0.03648863035430989,0.0,0.0,0.0,0.0,0.0005288207297726071,0.0031729243786356425,0.18826017979904813,0.7472236911686938,0.0,0.0,0.025912215758857746,0.02168164992067689
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.00244140625,0.0,0.0283203125,0.0,0.0,0.0,0.0,0.0,0.0009765625,0.162109375,0.7958984375,0.00048828125,0.0,0.04638671875,0.0400390625
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037593984962406013,0.0014097744360902255,0.0,0.023026315789473683,0.0,0.0,0.0,0.0,0.0,0.00046992481203007516,0.14285714285714285,0.8261278195488722,0.0009398496240601503,0.0,0.06766917293233082,0.0587406015037594
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002386634844868735,0.00047732696897374703,0.0,0.020047732696897375,0.0,0.0,0.0,0.0,0.0,0.00047732696897374703,0.12935560859188544,0.845346062052506,0.0009546539379474941,0.0,0.079236276849642,0.06873508353221958
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014698677119059284,0.0,0.0,0.017638412542871143,0.0,0.0,0.0,0.0,0.0,0.0004899559039686428,0.12003919647231749,0.8579127878490935,0.0004899559039686428,0.0,0.07545320921117099,0.06614404703576678
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005249343832020997,0.0,0.0,0.014698162729658792,0.0,0.0,0.0,0.0,0.0,0.0,0.10761154855643044,0.8750656167979003,0.0,0.0005249343832020997,0.06561679790026247,0.05774278215223097
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010410287813839559,0.0,0.0,0.0,0.0,0.0,0.0,0.0906307409675444,0.8977342314758114,0.000612369871402327,0.001837109614206981,0.05388854868340478,0.047764849969381504
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005637773079633545,0.0,0.0,0.0,0.0,0.0,0.0,0.0817477096546864,0.9112050739957717,0.0007047216349541931,0.0035236081747709656,0.04439746300211417,0.037350246652572236
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002191380569758948,0.0,0.0,0.0,0.0,0.0,0.0,0.08619430241051863,0.9101533966398831,0.0014609203798392988,0.005113221329437546,0.039444850255661065,0.030679327976625273
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007183908045977011,0.0,0.0,0.0007183908045977011,0.0,0.0,0.0,0.0,0.0,0.0,0.08548850574712644,0.9123563218390804,0.0007183908045977011,0.007183908045977011,0.035201149425287355,0.02586206896551724
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007347538574577516,0.0,0.0,0.0,0.0,0.0,0.0,0.07421013960323292,0.922850844966936,0.0007347538574577516,0.011021307861866276,0.03306392358559882,0.02351212343864805
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008223684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.9333881578947368,0.001644736842105263,0.013980263157894737,0.03042763157894737,0.022203947368421052
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011037527593818985,0.0,0.0,0.0,0.0,0.0,0.0,0.05408388520971302,0.9415011037527594,0.002207505518763797,0.01545253863134658,0.02869757174392936,0.02097130242825607
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04781704781704782,0.9480249480249481,0.002079002079002079,0.014553014553014554,0.02702702702702703,0.02079002079002079
